standard_inchi_key,canonical_smiles,mw,qed,no_ro5_violations,rtb,max_phase,clean_smiles,SubstructureMatches,Min_N_O_filter,Frac_N_O,Covalent,SpecialMol,SeverityScore,SeverityComment
GMUQJDAYXZXBOT-UHFFFAOYSA-M,Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],211.15,0.52,0,1,4,Nc1ccc(C(=O)O)c(O)c1,no match,no match,0.36363636363636365,0,0,0,CLEAR
RQHSAIGGUWVOBG-UHFFFAOYSA-N,Cl.Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,424.84,0.74,0,4,1,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,no match,no match,0.25,0,0,0,CLEAR
SOHCKWZVTCTQBG-UHFFFAOYSA-N,N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,403.49,0.66,0,6,2,N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,no match,no match,0.23333333333333334,0,0,0,CLEAR
QZRSNVSQLGRAID-UHFFFAOYSA-N,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O,485.97,0.59,0,6,4,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O,no match,no match,0.30303030303030304,0,0,0,CLEAR
XTKLTGBKIDQGQL-UHFFFAOYSA-N,Cc1c(Cn2c(C)nc3c(C(=O)O)cc(N4CCOCC4)cc32)cccc1C(F)(F)F,433.43,0.67,0,4,2,Cc1c(Cn2c(C)nc3c(C(=O)O)cc(N4CCOCC4)cc32)cccc1C(F)(F)F,no match,no match,0.1935483870967742,0,0,0,CLEAR
QTWZICCBKBYHDM-UHFFFAOYSA-N,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,285.42,0.77,0,2,3,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,no match,no match,0.15,0,0,0,CLEAR
UFPFGVNKHCLJJO-SSKFGXFMSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,500.64,0.54,1,8,2,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,no match,no match,0.2,0,0,0,CLEAR
MXKLDYKORJEOPR-UHFFFAOYSA-N,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,232.21,0.73,0,1,1,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,no match,no match,0.23529411764705882,0,0,0,CLEAR
RYXPMWYHEBGTRV-JIDHJSLPSA-N,COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.[Na+],367.41,0.77,0,5,4,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,no match,no match,0.25,0,0,0,CLEAR
BNFRJXLZYUTIII-UHFFFAOYSA-N,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1,341.41,0.84,0,6,3,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1,no match,no match,0.2,0,0,0,CLEAR
NICJCIQSJJKZAH-AWEZNQCLSA-N,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,246.31,0.74,0,1,3,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,no match,no match,0.16666666666666666,0,0,0,CLEAR
LFZGYTBWUHCAKF-DCNJEFSFSA-N,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.Cl.O,461.02,0.37,0,7,4,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,no match,no match,0.2962962962962963,0,0,0,CLEAR
SDEAXTCZPQIFQM-UHFFFAOYSA-N,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,480.53,0.36,1,5,4,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,no match,no match,0.2777777777777778,0,0,0,CLEAR
VHGCDTVCOLNTBX-QGZVFWFLSA-N,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,255.36,0.85,0,6,4,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,no match,no match,0.10526315789473684,0,0,0,CLEAR
FSDMNNPYPVJNAT-RIWFDJIXSA-L,Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Na+].[Na+],517.41,0.21,1,10,3,Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,no match,no match,0.4117647058823529,0,0,0,CLEAR
CNBGNNVCVSKAQZ-UHFFFAOYSA-N,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,309.41,0.63,0,7,4,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,no match,no match,0.17391304347826086,0,0,0,CLEAR
IAJOMYABKVAZCN-AATRIKPKSA-N,O=C(/C=C/c1ccc2ccc(C(F)(F)F)cc2n1)c1ccncc1,328.29,0.52,0,3,1,O=C(/C=C/c1ccc2ccc(C(F)(F)F)cc2n1)c1ccncc1,no match,no match,0.125,0,0,0,CLEAR
USNRYVNRPYXCSP-JUGPPOIOSA-N,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,718.09,0.46,0,8,4,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,no match,no match,0.23529411764705882,0,0,0,CLEAR
WCNLCIJMFAJCPX-UHFFFAOYSA-N,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,283.80,0.77,0,3,4,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,no match,no match,0.16666666666666666,0,0,0,CLEAR
UIVFUQKYVFCEKJ-OPTOVBNMSA-N,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C,447.49,0.29,0,3,2,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C,no match,no match,0.24242424242424243,0,0,0,CLEAR
ILQJXEIRBCHLOM-UHFFFAOYSA-N,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1.CS(=O)(=O)O,548.63,0.33,0,7,4,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,no match,no match,0.23529411764705882,0,0,0,CLEAR
HNNIWKQLJSNAEQ-UHFFFAOYSA-N,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,345.87,0.63,0,7,4,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,no match,no match,0.17391304347826086,0,0,0,CLEAR
NHOUNZMCSIHKHJ-FQEVSTJZSA-N,CC(C)COc1cc(F)cc(-c2ccc(C(=O)NS(=O)(=O)c3ccccc3)c(N3C[C@@H](C)CC3(C)C)n2)c1,539.67,0.40,2,8,2,CC(C)COc1cc(F)cc(-c2ccc(C(=O)NS(=O)(=O)c3ccccc3)c(N3C[C@@H](C)CC3(C)C)n2)c1,no match,no match,0.18421052631578946,0,0,0,CLEAR
BPIWZDNVMQQBQX-UHFFFAOYSA-N,CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c2cnc(N)nc21,479.93,0.34,0,7,1,CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c2cnc(N)nc21,no match,no match,0.29411764705882354,0,0,0,CLEAR
RNGHAJVBYQPLAZ-UHFFFAOYSA-N,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C.Cl,317.90,0.81,0,5,4,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,no match,no match,0.047619047619047616,0,0,0,CLEAR
FEBOTPHFXYHVPL-UHFFFAOYSA-N,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,381.45,0.65,0,6,4,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,no match,no match,0.17857142857142858,0,0,0,CLEAR
TZKBVRDEOITLRB-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,532.57,0.37,1,4,2,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,no match,no match,0.1794871794871795,0,0,0,CLEAR
NBAIXBAUHIQQGF-UHFFFAOYSA-N,COc1ccc(-c2c(-c3ccc(C#N)c(F)c3)nc(N3CCC(N)CC3)n(C)c2=O)cc1F,451.48,0.65,0,4,2,COc1ccc(-c2c(-c3ccc(C#N)c(F)c3)nc(N3CCC(N)CC3)n(C)c2=O)cc1F,no match,no match,0.21212121212121213,0,0,0,CLEAR
FASDKYOPVNHBLU-SSDOTTSWSA-N,CCCN[C@@H]1CCc2nc(N)sc2C1,211.33,0.80,0,3,3,CCCN[C@@H]1CCc2nc(N)sc2C1,no match,no match,0.21428571428571427,0,0,0,CLEAR
REQQVBGILUTQNN-UHFFFAOYSA-N,CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,588.71,0.35,1,7,3,CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,no match,no match,0.23809523809523808,0,0,0,CLEAR
XRVDGNKRPOAQTN-FQEVSTJZSA-N,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,404.47,0.62,0,7,4,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,no match,no match,0.23333333333333334,0,0,0,CLEAR
MCIDWGZGWVSZMK-UHFFFAOYSA-N,CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,440.55,0.41,0,5,2,CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,no match,no match,0.21212121212121213,0,0,0,CLEAR
OQGYMIIFOSJQSF-UHFFFAOYSA-N,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.Cl,321.89,0.83,0,2,4,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,no match,no match,0.09523809523809523,0,0,0,CLEAR
TWHNMSJGYKMTRB-VEIFNGETSA-N,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1.O=C(O)C(O)C(O)C(=O)O,475.58,0.74,1,7,4,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,no match,no match,0.08333333333333333,0,0,0,CLEAR
VJNXVAVKCZJOFQ-UHFFFAOYSA-N,CC1NCCOC1c1ccccc1.Cl,213.71,0.71,0,1,4,CC1NCCOC1c1ccccc1,no match,no match,0.15384615384615385,0,0,0,CLEAR
BVUSNQJCSYDJJG-UHFFFAOYSA-N,CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,465.95,0.76,0,6,4,CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,no match,no match,0.1875,0,0,0,CLEAR
YKPUWZUDDOIDPM-SOFGYWHQSA-N,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,305.42,0.54,0,9,4,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,no match,no match,0.18181818181818182,0,0,0,CLEAR
ZMRUPTIKESYGQW-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2ccccc12.Cl,295.81,0.84,0,6,4,CC(C)NCC(O)COc1cccc2ccccc12,no match,no match,0.15789473684210525,0,0,0,CLEAR
JRTIDHTUMYMPRU-UHFFFAOYSA-N,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,404.34,0.52,1,7,4,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,no match,no match,0.14814814814814814,0,0,0,CLEAR
ZBIAKUMOEKILTF-UHFFFAOYSA-N,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,491.63,0.41,1,9,4,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,no match,no match,0.1111111111111111,0,0,0,CLEAR
LMWQQUMMGGIGJQ-UHFFFAOYSA-N,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C.Cl,312.89,0.82,0,7,4,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,no match,no match,0.15,0,0,0,CLEAR
BCZUAADEACICHN-UHFFFAOYSA-N,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,359.42,0.49,0,3,1,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,no match,no match,0.2692307692307692,0,0,0,CLEAR
GRZXWCHAXNAUHY-NSISKUIASA-N,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,458.01,0.69,0,6,3,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,no match,no match,0.21875,0,0,0,CLEAR
MBHNWCYEGXQEIT-UHFFFAOYSA-N,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,510.45,0.73,0,6,4,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,no match,no match,0.13333333333333333,0,0,0,CLEAR
KBGAYAKRZNYFFG-BOHATCBPSA-N,CC(=O)N[C@H]([C@@H](O)CC(=O)C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO,309.27,0.21,1,9,3,CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O,no match,no match,0.47619047619047616,0,0,0,CLEAR
AGJJCLBOHJQGFA-ZQGJOIPISA-N,OC[C@H]1O[C@@H](c2cc(Cc3cc4cccccc-4c3)ccc2O)[C@H](O)[C@@H](O)[C@@H]1O,396.44,0.46,0,4,2,OC[C@H]1O[C@@H](c2cc(Cc3cc4cccccc-4c3)ccc2O)[C@H](O)[C@@H](O)[C@@H]1O,no match,no match,0.20689655172413793,0,0,0,CLEAR
ZWTVVWUOTJRXKM-UHFFFAOYSA-N,CCCn1c(=O)c2nc(C34CCC(CCC(=O)O)(CC3)CC4)[nH]c2n(CCC)c1=O,416.52,0.69,0,8,3,CCCn1c(=O)c2nc(C34CCC(CCC(=O)O)(CC3)CC4)[nH]c2n(CCC)c1=O,no match,no match,0.26666666666666666,0,0,0,CLEAR
XWIHRGFIPXWGEF-UHFFFAOYSA-N,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,377.91,0.49,0,11,4,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,no match,no match,0.16,0,0,0,CLEAR
YLCCEQZHUHUYPA-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cl,326.78,0.85,0,5,4,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,no match,no match,0.3333333333333333,0,0,0,CLEAR
GTQTUABHRCWVLL-UHFFFAOYSA-N,CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)cc2cc(Cl)ccc21,500.93,0.39,1,7,3,CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)cc2cc(Cl)ccc21,no match,no match,0.21212121212121213,0,0,0,CLEAR
HIUPRQPBWVEQJJ-UHFFFAOYSA-N,CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,407.90,0.51,1,6,2,CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,no match,no match,0.1724137931034483,0,0,0,CLEAR
IRTDIKMSKMREGO-OAHLLOKOSA-N,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,408.46,0.67,0,5,1,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,no match,no match,0.26666666666666666,0,0,0,CLEAR
BDXJYAAYLZTLEK-UHFFFAOYSA-N,O=C(O)c1cccc(CN2CN(C3CCCCC3)C3(CCN(CCCC(=O)c4ccccc4)CC3)C2=O)c1,517.67,0.48,1,9,2,O=C(O)c1cccc(CN2CN(C3CCCCC3)C3(CCN(CCCC(=O)c4ccccc4)CC3)C2=O)c1,no match,no match,0.18421052631578946,0,0,0,CLEAR
XIDFCZTVVCWBGN-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1.Cl.Cl,313.23,0.62,0,4,4,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,no match,no match,0.29411764705882354,0,0,0,CLEAR
BPRHUIZQVSMCRT-VEUZHWNKSA-N,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,481.55,0.47,0,10,4,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,no match,no match,0.2727272727272727,0,0,0,CLEAR
JQAACYUZYRBHGG-QHTZZOMLSA-L,O=C([O-])[C@@H]1CCC(O)=N1.O=C([O-])[C@@H]1CCC(O)=N1.[Mg+2],280.52,0.49,0,1,2,O=C(O)[C@@H]1CCC(O)=N1.O=C(O)[C@@H]1CCC(O)=N1,no match,no match,0.4444444444444444,0,0,0,CLEAR
KYXDNECMRLFQMZ-UHFFFAOYSA-N,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,381.82,0.75,0,4,2,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,no match,no match,0.24,0,0,0,CLEAR
BOVUHBFXPNLTKF-UHFFFAOYSA-N,Cc1nccn1Cc1cc(-c2ccc(F)c(C(F)F)c2)cnn1,318.30,0.74,0,4,2,Cc1nccn1Cc1cc(-c2ccc(F)c(C(F)F)c2)cnn1,no match,no match,0.17391304347826086,0,0,0,CLEAR
IEJSCSAMMLUINT-NRFANRHFSA-N,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCc2nnn[nH]2)C(=O)O)c(F)c1,532.54,0.22,1,10,2,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCc2nnn[nH]2)C(=O)O)c(F)c1,no match,no match,0.3076923076923077,0,0,0,CLEAR
JTVPZMFULRWINT-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,328.43,0.78,0,8,3,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,no match,no match,0.2727272727272727,0,0,0,CLEAR
QNNBMSGFNQRUEH-PQQSRXGVSA-N,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,614.18,0.38,1,10,3,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,no match,no match,0.21428571428571427,0,0,0,CLEAR
LYLIIGQPIKTONH-RUZDIDTESA-N,CC(C)(C)n1nnc2c3c(ccc21)C1=CC(=O)CC[C@@]1(CCOc1ccccc1)C3,401.51,0.62,0,4,2,CC(C)(C)n1nnc2c3c(ccc21)C1=CC(=O)CC[C@@]1(CCOc1ccccc1)C3,no match,no match,0.16666666666666666,0,0,0,CLEAR
ZIUDADZJCKGWKR-AREMUKBSSA-N,Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1,512.68,0.40,1,4,2,Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1,no match,no match,0.1891891891891892,0,0,0,CLEAR
KOHIRBRYDXPAMZ-UHFFFAOYSA-N,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,405.44,0.69,0,6,4,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,no match,no match,0.1724137931034483,0,0,0,CLEAR
GKHIVNAUVKXIIY-UHFFFAOYSA-N,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,452.52,0.33,0,7,4,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,no match,no match,0.23529411764705882,0,0,0,CLEAR
DGMKFQYCZXERLX-UHFFFAOYSA-N,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,334.42,0.69,0,10,4,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,no match,no match,0.25,0,0,0,CLEAR
IOMMMLWIABWRKL-WUTDNEBXSA-N,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,495.03,0.52,0,6,2,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,no match,no match,0.22857142857142856,0,0,0,CLEAR
BPLVDYJDAVYLRQ-UHFFFAOYSA-N,COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1,353.43,0.70,0,5,1,COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1,no match,no match,0.2692307692307692,0,0,0,CLEAR
WYWZRNAHINYAEF-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,277.41,0.67,0,8,4,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,no match,no match,0.15,0,0,0,CLEAR
XBMIVRRWGCYBTQ-AVRDEDQJSA-N,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,353.51,0.65,0,8,4,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,no match,no match,0.11538461538461539,0,0,0,CLEAR
JRWCBEOAFGHNNU-UHFFFAOYSA-N,Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,377.36,0.48,0,3,1,Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,no match,no match,0.25,0,0,0,CLEAR
HEKAIDKUDLCBRU-UHFFFAOYSA-N,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,399.52,0.45,1,5,2,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,no match,no match,0.13793103448275862,0,0,0,CLEAR
ISFHAYSTHMVOJR-UHFFFAOYSA-N,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,261.37,0.75,0,1,4,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,no match,no match,0.05,0,0,0,CLEAR
YXFNPRHZMOGREC-UHFFFAOYSA-N,Cc1nc(C)c(-c2ccc(C3CCC(CC(=O)O)CC3)cc2)nc1C(N)=O,367.45,0.84,0,5,1,Cc1nc(C)c(-c2ccc(C3CCC(CC(=O)O)CC3)cc2)nc1C(N)=O,no match,no match,0.2222222222222222,0,0,0,CLEAR
ZVIFCOOHWGNPHJ-UHFFFAOYSA-N,Cc1ccncc1N1CCN(c2ccnc(Cl)c2)C1=O,288.74,0.80,0,2,1,Cc1ccncc1N1CCN(c2ccnc(Cl)c2)C1=O,no match,no match,0.25,0,0,0,CLEAR
WTXWDXWZGJGIHV-URBCHYCLSA-N,C[C@@H]1OC(=O)N[C@@H]1C(=O)N[C@@H](Cc1cscn1)C(=O)N1CCC[C@H]1C,366.44,0.80,0,5,3,C[C@@H]1OC(=O)N[C@@H]1C(=O)N[C@@H](Cc1cscn1)C(=O)N1CCC[C@H]1C,no match,no match,0.32,0,0,0,CLEAR
OBUFMJDDZTXJPY-NRFANRHFSA-N,COc1ccc(CCN2CCC[C@H](CN3CCc4cc(OC)c(OC)cc4CC3=O)C2)cc1OC,482.62,0.54,0,9,1,COc1ccc(CCN2CCC[C@H](CN3CCc4cc(OC)c(OC)cc4CC3=O)C2)cc1OC,no match,no match,0.2,0,0,0,CLEAR
AFLFKFHDSCQHOL-IZZDOVSWSA-N,CSc1ccc(C(=O)/C=C/c2cc(C)c(OC(C)(C)C(=O)O)c(C)c2)cc1,384.50,0.41,1,7,3,CSc1ccc(C(=O)/C=C/c2cc(C)c(OC(C)(C)C(=O)O)c(C)c2)cc1,no match,no match,0.14814814814814814,0,0,0,CLEAR
JSBKGJUYSLVFPF-WJQUPPJOSA-N,Cc1cc(C)c(CNC(=O)c2cc(Cl)c3c(c2C)O[C@@](C)([C@H]2CC[C@H](N(C)C)CC2)O3)c(=O)[nH]1.Cc1ccc(S(=O)(=O)O)cc1,660.23,0.65,0,5,2,Cc1cc(C)c(CNC(=O)c2cc(Cl)c3c(c2C)O[C@@](C)([C@H]2CC[C@H](N(C)C)CC2)O3)c(=O)[nH]1,no match,no match,0.20588235294117646,0,0,0,CLEAR
XXEDEGOAYSGNPS-ZOWNYOTGSA-N,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1.O=P(O)(O)O,548.46,0.75,0,5,2,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,no match,no match,0.25,0,0,0,CLEAR
PTVWPYVOOKLBCG-ZDUSSCGKSA-N,OC[C@@H](O)CN1CCN(c2ccccc2)CC1,236.31,0.78,0,4,3,OC[C@@H](O)CN1CCN(c2ccccc2)CC1,no match,no match,0.23529411764705882,0,0,0,CLEAR
