fragment,avg_score,count
[8*]CCC(C)C(=O)O,3.905189037322998,1
[9*]n1cc([16*])c2cnccc21,3.9085988998413086,1
[13*]C1CON=C(c2ccc([16*])c([14*])n2)N1,3.909003734588623,1
[13*][C@@H]1NCCN[C@@H]1[13*],3.9123940467834473,1
CCC1(C)Cc2ccccc2-c2[nH]nc(O)c21,3.91257905960083,1
[16*]c1c([16*])c(O)c2c(c1C)COC2=O,3.918532371520996,3
[5*]N1CCN([5*])[C@H](C)C1,3.920473965731534,11
[14*]c1ccc(C)o1,3.9244651794433594,24
[14*]c1coc(C)n1,3.9274353981018066,1
[14*]c1[nH]c2ccc([16*])cc2c1[16*],3.92794132232666,4
[5*]NS(=O)(=O)N(C)C,3.929304838180542,2
[1*]C(=O)CCCCCCC(=O)NO,3.9339566230773926,1
[14*]c1cc([16*])c(C#N)c(N)n1,3.940840403238932,3
[15*]C1(C)CC1,3.9447361628214517,3
[14*]c1cn2c(ccc3cc([N+](=O)[O-])ccc32)n1,3.9465651512145996,1
[10*]N1CC(=O)N2C(c3ccc(C)cc3)c3[nH]c4ccccc4c3C[C@H]2C1=O,3.948666572570801,1
[13*][C@H]1N[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,3.9506678581237793,1
[5*]NC1CCCc2ccccc21,3.9538094997406006,2
[12*]S(=O)(=O)c1cc2ccnc(Cl)c2s1,3.9542951583862305,1
[16*]c1cc(O)nc2cc3c(cc12)[C@H](CC)[C@H](C)CN3,3.9551310539245605,1
[9*]n1c(=O)c2cccnc2n([9*])c1=O,3.9554638862609863,1
[9*]n1nc([14*])c2c1CCNC2,3.958446979522705,2
[4*][C@@H](C)CO,3.959369659423828,3
[12*]S(=O)(=O)c1c(C)noc1C,3.9597864151000977,1
[14*]c1nc(C)cc(C)c1S(=O)(=O)c1ccccc1C,3.9608426094055176,1
[5*]NS(N)(=O)=O,3.9653142293294272,3
[12*]S(=O)(=O)c1ccc(F)c(F)c1,3.9677863121032715,1
[16*]c1cccc2c1C(=O)c1ccccc1-2,3.9740936756134033,2
[16*]c1ccc2occ(C)c2c1,3.9745821952819824,1
[15*][C@H]1CC[C@H](C)CC1,3.976078669230143,3
[14*]c1cc2cc([16*])c([16*])c([16*])c2[nH]1,3.9818406105041504,2
[5*]N1CCOCC(O)C1,3.9824142456054688,1
[5*]NC([2H])([2H])[2H],3.9838900566101074,2
[5*]N1CCN([5*])C([13*])C1,3.985221516002308,11
[6*]C(=O)N1N=C(c2ccc([16*])cc2)C[C@@H]1[13*],3.9911980628967285,1
[9*]n1nc2c3cc([14*])nn3ccn2c1=O,3.9916954040527344,2
[14*]c1nc2c(=S)n(C)c(=O)n(C)c2[nH]1,4.000499725341797,1
[15*][C@H]1CC[C@H]([15*])C1,4.0011210441589355,1
[5*]N1CCc2ccccc2[C@@H]1c1c[nH]c2ccccc12,4.003105163574219,1
[10*]N1CCCN([10*])C1=O,4.005229473114014,1
[14*]c1cc(O)c(C)c(=O)o1,4.009802341461182,1
[8*]C[C@@H](O)CCCCCCCO,4.009802341461182,1
[16*]c1coc2cc(O)ccc2c1=O,4.015346050262451,1
[14*]c1noc([14*])c1[16*],4.018420537312825,12
[13*]C1OCC(C)(C)CO1,4.019160270690918,1
[5*]N1C[C@@H]2CCCO[C@@H]2[C@H]([15*])C1,4.02180814743042,1
[9*]n1ncc2cc(C#N)c(N)nc21,4.0245537757873535,1
[13*]C1Cc2cc([16*])ccc2O1,4.026235103607178,2
[4*]CC([7*])C([6*])=O,4.028457164764404,1
[5*]N(C)C,4.0328730407904985,321
[16*]c1ccc(/N=C\c2ccc([16*])cc2C)cc1,4.035086631774902,1
[3*]OC([7*])C(C)=O,4.037442684173584,1
[5*]NS(=O)(=O)N1CCC([15*])CC1,4.03928804397583,1
[16*]c1ccc2c(=O)c3cc(Cl)c(Cl)cc3[nH]c2c1,4.039760112762451,1
CN(C)C1=NC(c2ccc([N+](=O)[O-])cc2)c2ccccc2C1,4.040928363800049,1
[10*]N1C(=O)[C@H]([15*])C[C@H]1[13*],4.041266441345215,1
[5*]NC(=NC1CCCCC1)N[5*],4.041911602020264,1
[9*]n1c(=O)c2ccc([16*])cc2n([9*])c1=O,4.043208599090576,1
[16*]c1ccccc1S(=O)(=O)C(C)C,4.044226964314778,3
[10*]N1C(=O)C2CCC([15*])CC2C1=O,4.049839496612549,1
[6*]C(=O)C1=C(O)C(=O)N([10*])C1[13*],4.050282069614956,7
[12*]S(=O)(=O)c1cc([14*])sc1C,4.057605266571045,1
[5*]N1C[C@H](C2CC2)[C@@H](N)C1,4.057605266571045,1
[9*]n1c(=O)n([9*])c2c([16*])cc(Cl)cc21,4.05804967880249,1
[6*]C(=O)C[8*],4.059125627790179,21
[14*]c1ncc(C)c2c1c1cnccc1n2C,4.060736179351807,1
[14*]c1ccc2cc([16*])ccc2n1,4.063892364501953,6
[8*]C[C@@H](C[C@@H](N)C(=O)O)C(=O)O,4.074182033538818,1
[1*]C(=O)CC[S+](C)C,4.075033187866211,1
[1*]C(=O)[C@@H](N)[C@H]([8*])C(=O)NN(C)C,4.0759172439575195,1
[9*]n1nc([14*])n(N)c1=O,4.079640865325928,2
[10*]N1C(=O)NC2(CCCc3sccc32)C1=O,4.08009672164917,1
[10*]N1CCCC1=O,4.083187648228237,14
[4*]CCCCCC([8*])(C)C,4.085208415985107,2
[10*]N1CCC[C@]2(N[C@H]([13*])[C@@H]3C(=O)N(C)C(=O)[C@@H]32)C1=O,4.085970401763916,1
[9*]n1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,4.0927557945251465,1
[5*]N1Cc2c[nH]c3c(=O)n(C)cc(c23)-c2cc(S(C)(=O)=O)ccc21,4.096219062805176,1
[14*]c1cc2ccc([16*])cc2[nH]1,4.102545261383057,2
[14*]c1nn2c([14*])ccnc2c1[16*],4.106532096862793,1
[5*]N1CC2CCC(C1)N2C,4.106532096862793,1
[14*]c1cc(C)cs1,4.11361837387085,1
[7*]CCN,4.115476131439209,2
[15*]C1CC2CCC(C1[15*])N2C,4.116855621337891,3
[15*]C1CCCCC1,4.118786025628811,205
[4*][C@@H](CC(C)C)C(=O)O,4.1192522048950195,3
[4*]C1([15*])COc2ccccc2OC1,4.120010852813721,1
[4*]CCC1=CCSCC1,4.120010852813721,1
[16*]c1ccc([16*])c([N+](=O)[O-])c1,4.12300630049272,22
[4*][C@@H](C[8*])CCN,4.129317760467529,1
[6*]C(=O)CCCCCC[8*],4.132660865783691,2
[13*][C@H]1Cc2ccccc2CN1,4.137866497039795,2
[4*]C1([15*])CCOCC1,4.142577648162842,1
[9*]n1ncc2c([14*])nc([14*])nc21,4.1464996337890625,6
[4*]C[C@H]([8*])C,4.152480602264404,1
[8*]CC(C)(C)C(=O)O,4.152480602264404,1
[8*]CC[8*],4.1525090915053635,134
[4*][C@@H](CC(N)=O)C(=O)O,4.1559014320373535,1
[14*]c1[nH]cnc1Cl,4.1582770347595215,1
[16*]c1cnnc(O)c1Cl,4.160486698150635,1
[16*]c1cc(C)c2nnc(C)n2c1,4.16274881362915,2
[9*]n1c2c(c3ccccc31)CCCC2,4.166324138641357,1
[14*]c1nc([14*])c(Cl)c([14*])n1,4.168315887451172,1
[14*]c1nc2cc([16*])cc(N)c2nc1[14*],4.168375492095947,1
[14*]c1ncc([16*])c(N)n1,4.168832302093506,4
[13*][C@@H]1CCc2c([16*])cc3c(nc(C)n3C)c2O1,4.170200347900391,1
[16*]c1ccsc1C,4.170200347900391,1
[9*]n1ccn([9*])c(=O)c1=O,4.172980308532715,1
[8*]C/N=C/c1ccc([N+](=O)[O-])cc1,4.174854755401611,1
O=C1Cc2c([nH]c3c(I)cccc23)-c2cccnc2N1,4.176736354827881,1
[14*]c1cc([16*])cn1S(=O)(=O)c1cccc([16*])c1,4.177830219268799,1
[14*]c1n[nH]c2cc(F)c([16*])cc12,4.183563232421875,1
[14*]c1ccc([N+](=O)[O-])s1,4.187042236328125,5
[1*]C(=O)[C@@H](N)C[8*],4.187355804443359,5
[12*]S(=O)(=O)c1ccc(/N=C/c2cc([16*])cc3c2OCOC3)cc1,4.192819595336914,1
[13*]C1NC=CS1,4.192819595336914,1
[1*]C(=O)C(C)CC(=O)[C@@H](N)CCCCN,4.192999362945557,1
[16*]c1ccc2cc1CN(C)C/C=C/CCOc1cccc(c1)-c1ccnc(n1)N2,4.194438934326172,1
[7*]C1S/C(=N\c2ccccc2)N(C)C1=O,4.195384502410889,1
[12*]S(=O)(=O)c1cc(Cl)cc(Cl)c1,4.195559310913086,5
[14*]c1nc(C)c([16*])c2ccccc12,4.1988091468811035,1
[1*]C(=O)C1=CCCCC1S([12*])(=O)=O,4.200816631317139,1
[14*]c1cc(O)c([16*])c2ncnn12,4.204521179199219,1
[6*]C(=O)N/N=C/c1cn([9*])c2ccccc12,4.208014011383057,1
[16*]c1c[nH]c2ncccc12,4.2089338302612305,2
[9*]n1c(=O)c2[nH]c([14*])cc2n([9*])c1=O,4.210062503814697,1
[14*]c1nc(N)nc2ccccc12,4.212397575378418,1
[15*]C1CC(C)(C)[S+]([O-])C(C)(C)C1,4.21421480178833,1
[16*]c1cc([16*])c(Br)c(Br)c1[16*],4.215500831604004,1
[16*]c1cc(O)cc(F)c1,4.231781959533691,2
[14*]c1ncc2[nH]c([14*])cc2n1,4.233644008636475,1
[14*]c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc([16*])c2)[nH]c1=O,4.234125137329102,2
[13*][C@@H]1COC(C)(C)O1,4.240264892578125,1
[4*]C(CC=C)[C@H]([4*])[8*],4.240264892578125,1
[9*]n1c([14*])c([16*])c2cc(Cl)ccc21,4.241810321807861,1
[16*]c1ccc2c(c1)CC[C@H]1N(C)C(=O)CC[C@]21C,4.24593448638916,2
[14*]c1cc([16*])cnn1,4.246724605560303,1
[14*]c1ncc(F)cc1F,4.246724605560303,1
[16*]c1c(F)cncc1F,4.246724605560303,1
[16*]c1cc(N)[n+](CCCC(=O)O)nc1C,4.2470879554748535,1
[1*]C(=O)CC([4*])[8*],4.2476372718811035,1
[4*]CC(C)(C)C[8*],4.2600579261779785,1
[4*]CC1=C(C)c2ccc([16*])cc2CC1,4.2600579261779785,1
[15*][C@H]1CCc2n[nH]c(=O)cc2C1,4.265227317810059,1
[5*]N1CCC2c3cccc(O)c3CC[C@H]21,4.266556262969971,1
[1*]C(=O)n1cc([16*])c2ccccc21,4.269192218780518,1
[15*][C@@H]1C[C@H]1N,4.269192218780518,1
[16*]c1ccccc1C#Cc1ccccc1,4.269475936889648,1
[14*]c1cc([16*])c2c([14*])[nH]nc2n1,4.272110462188721,1
[1*]C(=O)C([7*])N[5*],4.272242546081543,8
[4*]CC(=O)NNC([6*])=O,4.273025240216937,7
[9*]n1c([14*])cc(O)c([16*])c1=O,4.27446985244751,1
[16*]c1ccc2c([16*])cc(=O)oc2c1,4.275012969970703,5
[13*][C@@H]1C[C@H]([15*])CN1,4.2765069007873535,1
[5*]N1CCSC1,4.2765069007873535,1
[13*][C@H]1C[C@@H](O)CC(=O)O1,4.277078151702881,1
[15*][C@@H]1C2C(=CCC[C@@H]2[15*])C=C[C@@H]1C,4.277078151702881,1
CN1c2ccc(O)cc2CN2CCc3ccccc3C21,4.279653072357178,1
[14*]c1nc([14*])c(C)c(=O)[nH]1,4.281538963317871,2
[14*]c1nc([14*])c2cc([16*])c(C)n2n1,4.281925678253174,1
[16*]c1cccc(N)c1,4.285002899169922,10
[1*]C(=O)CCCC[8*],4.285375118255615,4
[5*]N(C)/C(=N\O)c1ccc(C)nc1[14*],4.2859416007995605,1
[16*]c1ccc(C#Cc2cc([16*])ccc2Cl)cc1,4.290420214335124,3
[11*]SC,4.290961770450368,85
[15*][C@@H]1CC[C@@H](O)[C@H]1O,4.291895389556885,1
[9*]n1cnc2c(N)nc(F)cc21,4.291895389556885,1
[5*]N1C(c2ccc([14*])o2)=NOC1[13*],4.293684005737305,2
[13*][C@H]1CCCN1C,4.295661449432373,1
[5*]N1CC=C(c2ccc3[nH]cc([16*])c3c2)CC1,4.295661449432373,1
[4*][C@@H](C)C(F)(F)F,4.296344757080078,6
[9*]n1c([14*])nc([14*])c1C,4.297712326049805,1
[10*]N1C(=O)Nc2ccccc2N1O,4.299855709075928,1
[16*]c1ccc2nonc2c1,4.306230227152507,3
[15*]C1(C#N)CCC1,4.306741237640381,1
[15*]C1CCOC1=O,4.308321475982666,2
[14*]c1nc2c([14*])nccn2c1[14*],4.312108516693115,2
[14*]c1ocnc1C,4.312543869018555,2
[13*][C@H]1OC[C@]([15*])(O)[C@@H]1O,4.317254543304443,1
[14*]c1ccc([14*])s1,4.3196258544921875,35
[14*]c1ccc2c(n1)NCCC2,4.319846343994141,5
[16*]c1ccc([N+](=O)[O-])cc1Cl,4.3202972412109375,1
[14*]c1nc([N+](=O)[O-])nn1C,4.3203253746032715,1
[1*]C(=O)C[C@@H](N)CCCCN,4.32075309753418,1
[5*]NC1=NCC([15*])C(=O)N1,4.32075309753418,1
[16*]c1ccc([16*])c(O)c1C,4.321474552154541,1
[14*]c1ccc(S(=O)(=O)CC)cn1,4.325037956237793,2
[4*][C@@H](C)[C@@H]([8*])O,4.325685024261475,1
[13*]C1N=C(c2ccc([16*])cc2)c2ccccc2N(C)C1=O,4.327285289764404,1
[14*]c1cc2cc(C(=N)N)ccc2[nH]1,4.332876205444336,1
[10*]N1C[C@@H]2C[C@H]([15*])CN2C1=O,4.335479259490967,1
[14*]c1cnc2cc(Cl)ccc2n1,4.337316513061523,1
[13*][C@@H]1CCc2cc([16*])ccc2O1,4.339565753936768,1
[15*]C1CCNCC1,4.3422305199407765,31
[8*]CCF,4.346303939819336,3
[14*]c1nc2ccc([16*])cc2nc1[14*],4.349442481994629,4
[4*]C(C)(C)C[8*],4.353466033935547,2
[15*]C1([15*])Cc2ccccc2C(N)=C1C#N,4.355831146240234,1
[7*]C1C(=O)N(C[8*])c2ccc(Cl)cc21,4.3572096824646,1
[7*]C1Nc2ccccc2/C1=N\O,4.3572096824646,1
[13*]C1(C)Cc2c([16*])cc([16*])cc2O1,4.358791828155518,1
[16*]c1cccc([16*])c1F,4.35955674307687,7
[8*]C(C)C(=O)NNC(=O)NNC(=O)NO,4.360233783721924,1
[16*]c1c(C)c(Cl)cc(Cl)c1O,4.361416816711426,1
[4*]CC1c2ccccc2-c2ccccc21,4.361759185791016,3
[14*]c1ncn(C)c1[14*],4.3621602058410645,2
[4*]CC(=O)N/N=C/c1ccc([14*])o1,4.36230993270874,1
[15*]C1CC2(C)CCC1C2(C)C,4.364470481872559,2
[9*]n1c([14*])cnc1N,4.365024566650391,1
[5*]N1COc2ccc3ccccc3c2C1,4.366919040679932,1
[16*]c1cncc(C)c1[16*],4.367150783538818,1
[5*]N1CCC2(CCNC2=O)CC1,4.367150783538818,1
[5*]N1[C@H]([13*])C=C(C(=O)O)[C@@H]1[13*],4.368300914764404,1
[14*]c1cn2c(n1)sc1cc(O)ccc12,4.3688578605651855,1
[4*]C([4*])C([6*])=O,4.371998310089111,1
[14*]c1ccc([14*])o1,4.3787681178042765,38
[7*]C/C=N/NC(=O)CC[8*],4.379114627838135,1
[15*]C1(O)CCCCC1,4.379303932189941,4
[1*]C(=O)CC[C@H](N)C(=O)O,4.3853020668029785,2
[5*]N1CCC2(CC1)CCN([5*])CC2[15*],4.389773845672607,2
[14*]c1nc2cc([16*])cc([16*])c2o1,4.394449710845947,1
[5*]N1CCC(O)C(C)C1,4.394449710845947,1
[4*]CCC[4*],4.39932868594215,168
[16*]c1ccc2c(c1)CCC2=O,4.4020161628723145,1
[3*]OC(F)F,4.403827833092731,23
[4*]CCCCCC[8*],4.404143333435059,8
[9*]n1ccc([16*])c1C,4.408147811889648,1
[16*]c1c(C)c2ccc(O)c(C)c2oc1=O,4.413877010345459,1
[14*]c1sc([14*])c(Cl)c1C,4.414747714996338,1
[15*][C@H]1CC1(C)C,4.415553092956543,1
[16*]c1c[nH]c2ccc([N+](=O)[O-])cc12,4.418664455413818,2
[1*]C(=O)C([4*])CC[4*],4.41963005065918,2
[7*]C1S/C(=N\C(C)C)N([10*])C1=O,4.424324989318848,1
[13*]C1Oc2cc([16*])c([16*])cc2C1=O,4.424415111541748,1
[4*][C@@H](C(=O)O)C(C)C,4.432778040568034,3
[4*]C(C)(C)C,4.436851501464844,112
[7*]C([8*])Br,4.437558650970459,1
[5*]N1C[C@@H]([15*])[C@H](O)C[C@@H]1[13*],4.43861198425293,1
[14*]c1[nH]c([14*])c([16*])c1[16*],4.438841819763184,1
[6*]C(=O)/C=N/O,4.438841819763184,1
[6*]C(=O)N/N=C/c1ccc[nH]1,4.441337585449219,2
[14*]c1ncc(C)cn1,4.443502426147461,2
[9*]n1nnc2ncc([14*])nc21,4.444773197174072,2
[5*]NC(=S)N/N=C1\C(=O)Nc2c(F)cccc21,4.445225238800049,1
[7*]CC#N,4.446585845947266,5
[4*][C@H](/C=C(\F)S(=O)(=O)c1ccccc1)CC[8*],4.450246334075928,1
[9*]n1c([14*])c(C)c2cc(O)ccc21,4.451358795166016,3
[14*]c1cc2c(c(=O)o1)[C@H](O)[C@H]1C[C@@H]([15*])C[C@@H](O)[C@]1(C)O2,4.4540324211120605,1
[4*]C[C@]([4*])([8*])C,4.4540324211120605,1
[16*]c1cccc2c1C=[N+](c1cccc(F)c1)CC2,4.454661846160889,1
[12*]S(=O)(=O)c1c(C)[nH]c(=O)[nH]c1=O,4.454793930053711,1
[5*]N1c2ccc(Cl)cc2S(=O)(=O)c2c1sc([14*])c2N,4.459039688110352,1
[6*]C(=O)CC,4.4597930908203125,7
[9*]n1ccc2ncccc2c1=O,4.460411548614502,1
[9*]n1cc([16*])c(=O)c2ccc([16*])c(F)c21,4.461123943328857,1
[15*]C1([15*])C(=O)NC(=O)NC1=O,4.462277889251709,1
[4*]C1([15*])C(=O)NC(=O)NC1=O,4.462277889251709,1
[14*]c1cc2c(s1)Nc1ccc(F)cc1N=C2N1CCN(C)CC1,4.463593006134033,1
[16*]c1cccnc1Cl,4.463795979817708,3
[13*]C1OC(c2ccc([16*])cc2)=NN1C(C)=O,4.467129230499268,1
[7*]CC1=Nc2ccccc2C1(C)C,4.467492580413818,1
[8*]CCC(F)(F)F,4.46990966796875,4
[1*]C(=O)[C@@H](N)CCS(C)(=O)=O,4.475135803222656,1
[4*][C@H](CO)[C@@H]([8*])O,4.475135803222656,1
[5*]N1Cc2ccc([14*])nc2Nc2ccc3ncccc3c21,4.479889392852783,1
[5*]NC1=NCCCN1,4.4824042320251465,1
[1*]C(=O)C[C@H](C[8*])C([1*])=O,4.48755407333374,1
[10*]N1Cc2cccc(F)c2NC1=O,4.48755407333374,1
[16*]c1cc(C)c2[nH]ncc2c1,4.48755407333374,1
[4*]C([8*])C([6*])=O,4.487964630126953,2
[9*]n1ncc2c([16*])cccc21,4.49086316426595,3
[5*]N1CCC[C@@]1([13*])C,4.491265296936035,1
[5*]N1CC[S+]([O-])CC1,4.496078968048096,1
[15*]C1CCCC1=O,4.50169038772583,1
[5*]NC1=NS(=O)(=O)c2ccccc21,4.506664276123047,1
[16*]c1cnc(C#N)c([16*])c1,4.506894588470459,2
[13*][C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn32)[C@@H]1[15*],4.509108066558838,1
[13*]C1Cc2cc([16*])c([16*])cc2C(c2ccccc2)=N1,4.510322093963623,1
[5*]N1CC[C@]23c4c5ccc([16*])c4O[C@H]2C(=O)CC[C@@]3([15*])[C@H]1C5,4.511621952056885,2
[9*]n1c(=O)[nH]c2cc([16*])c([16*])cc2c1=O,4.512303352355957,2
[9*]n1c([14*])nc2cc(Cl)c(Cl)cc21,4.516096115112305,2
[1*]C(=O)C(=C)Br,4.518906593322754,1
[16*]c1c[nH]c2ccc(C#N)cc12,4.519248008728027,2
[13*][C@@H]1CC[C@@H]([15*])CO1,4.521441459655762,2
[15*][C@H]1C[C@@]23C=C[C@]1([15*])[C@@H]1Oc4c([16*])ccc5c4[C@@]12CCN(C)[C@@H]3C5,4.528060436248779,1
[9*]n1c([14*])c([16*])c2cc(O)ccc21,4.529767036437988,2
[16*]c1cc(F)c([16*])c(F)c1,4.5297955104282925,7
[13*][C@@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)O1,4.530763149261475,1
[6*]C(=O)N/N=C/c1cccc([16*])c1,4.534348169962565,3
[4*]CCC(F)(F)F,4.540413326687283,9
[10*]N1C(=O)C([13*])ON=C1c1cnccn1,4.5440168380737305,1
[9*]n1cc([16*])c2ccccc21,4.544464914422286,19
[5*]N1CCC2([15*])CC1Cc1ccccc12,4.544674396514893,1
[5*]N(C)C=S,4.550870418548584,1
[13*]C1CC(c2c([16*])ccc3ccc(=O)oc23)=NN1c1ccc(S(N)(=O)=O)cc1,4.551264762878418,1
[16*]c1cc2ncc([16*])c([16*])c2cc1[16*],4.553225040435791,2
[14*]c1nc2c([16*])ccc([16*])c2s1,4.556882381439209,1
[5*]N1CCC(S(=O)(=O)c2cccc([16*])c2)CC1,4.556882381439209,1
[16*]c1ccc(F)c2ccccc12,4.558206081390381,1
[16*]c1cc(F)c2[nH]ccc2c1,4.558495044708252,1
[5*]NC1=NS(=O)(=O)c2c(Br)c(Cl)cc(O)c2N1,4.558495044708252,1
[9*]n1nc([14*])c2c([16*])cc([14*])nc21,4.56545352935791,1
[14*]c1nc([14*])c2cc([16*])c([16*])cc2n1,4.566204833984375,5
[16*]c1c(N)nc(S)nc1O,4.56928825378418,1
[1*]C(=O)/C(C#N)=C1\SCC(=O)N1[10*],4.570132255554199,1
[7*]CCCCCCCCCCC,4.577340126037598,2
[4*][C@@H](CCC(=O)O)C(=O)O,4.577694892883301,4
[16*]c1cc(F)c(O)c(F)c1,4.5789570808410645,1
[14*]c1[nH]c2ccccc2c1[16*],4.580934797014509,7
[7*]CCC([8*])(C)C,4.582193851470947,1
[4*]C1(c2ccccc2)C(=O)Nc2ccc([16*])cc21,4.582918167114258,1
[9*]n1nnc2c(N)nc([14*])nc21,4.585634708404541,1
[4*]CC1OCCc2ccccc21,4.587064266204834,1
[1*]C(=O)C1CC2([15*])CCCN([5*])C2c2c1[nH]c1ccccc21,4.590896129608154,1
[14*]c1cc2c(o1)C[C@H]1[C@H]3[C@@H](OC(=O)[C@H]23)[C@H](O)[C@H]2C(C)(C)CCC[C@]12C,4.5920023918151855,1
[13*]C1(O)CC(c2ccc([16*])cc2)c2c(C)ccc(C)c2O1,4.59833288192749,1
C/C(=N\Nc1nnc(Cl)c2ccccc12)c1ccccc1,4.598588466644287,1
[10*]N1C(=O)c2c([14*])ncn2C[C@]1([13*])C,4.600761413574219,1
[14*]c1n[nH]c2c1Cc1ccc([16*])cc1-2,4.602050304412842,1
[9*]n1c([14*])nc2sc([14*])c(C)c2c1=O,4.60207462310791,1
[9*]n1c(=O)n([9*])c2nc([14*])ncc21,4.605722904205322,2
[4*]CC#CCCCCCCC,4.606530666351318,1
[16*]c1ccc2cc([16*])ccc2c1,4.6081725226508246,9
[1*]C(=O)C(C)C[4*],4.611326694488525,2
[9*]n1ncc2cc(C#N)cnc21,4.612314701080322,1
[13*][C@@H]1C/C=C/C(=O)N[C@H]([13*])C(=O)NCC(C)(C)C(=O)O[C@@H]([13*])C(=O)O1,4.61284065246582,2
[14*]c1nc(S(=O)(=O)c2ccccc2)c([14*])o1,4.613792896270752,2
[14*]c1nnc2nc(C)cc(C)n12,4.61419153213501,1
[6*]C(=O)N/N=C1\CC[C@]2(C)C(=C1C)C(=O)O[C@H]2[13*],4.615190029144287,1
[14*]c1nc2c(C)c(C)ccc2cc1[16*],4.616189479827881,1
[14*]c1nc([14*])c([N+](=O)[O-])c(N)n1,4.617023944854736,1
[14*]c1sncc1Br,4.61754846572876,1
[5*]N1CNS(=O)(=O)c2sc(Cl)cc21,4.617776870727539,1
[14*]c1nc2ccccc2[nH]1,4.617818524760585,31
[9*]n1cc(S(=O)(=O)c2ccc(Cl)cc2)c(=O)c2cc3c(cc21)OCO3,4.618863582611084,1
[8*]CC([8*])N,4.6194071769714355,2
[12*]S(=O)(=O)c1ccc([16*])c(N)c1,4.6199259757995605,1
[5*]N1CC[C@H](N)C1,4.621284484863281,2
[16*]c1ccccc1O,4.62243423461914,20
[13*]C1CCc2cc([16*])ccc2O1,4.625443458557129,1
[16*]c1cc([16*])cc([16*])c1,4.628353663853237,84
[5*]N1CCOc2ccccc2C1,4.628570556640625,1
[15*]C1C2CC3CC(C2)CC1C3,4.628625657823351,9
[14*]c1ccc(/C(=N/O)n2cnc(C)c2)cn1,4.637240409851074,1
[16*]c1cc2c([16*])ccc([16*])c2nc1O,4.638214588165283,1
[14*]c1nc2cc([16*])ccc2[nH]1,4.638931819370815,14
[5*]N1CCC[C@@H]1[13*],4.6467428768382355,17
[5*]N1CCc2cc([16*])cc3c2[C@H]1Cc1cccc(O)c1-3,4.650603771209717,1
[4*]CCCCCCC,4.659443446568081,7
[5*]N1CCC2(C=CCCC2)Cc2ccccc21,4.65992546081543,1
[1*]C(=O)CCC([1*])=O,4.66688232421875,15
[13*][C@H]1OC(=O)C[C@@H]1[15*],4.667099475860596,1
[3*]On1c([14*])nc2ccccc2c1=O,4.6692070960998535,1
[15*]C1CCN(S(=O)(=O)/N=C(\NC)N2C[C@H]([15*])C(c3ccc(Cl)cc3)=N2)CC1,4.671260356903076,1
[5*]N1CCC2(CC1)CN([10*])C(=O)O2,4.671926975250244,4
[16*]c1ccc2[nH]ccc2c1,4.672756958007812,5
[5*]N1C[C@@H]([13*])N([5*])Cc2cc(Br)ccc21,4.6728901863098145,1
N[S+]([O-])c1ccc(/N=N/c2ccc(O)[nH]c2=O)cc1,4.684566020965576,1
[4*]CCCCCCCC[4*],4.689414978027344,1
[13*]C1N=C(c2ccccc2)c2ccccc2N(C)C1=O,4.694711208343506,1
[5*]N1CCC[C@H]1C#N,4.696382999420166,2
Oc1ccc2nc3c(c(O)c2c1)CCc1ccccc1-3,4.700898170471191,1
[9*]n1c([14*])nc2cccnc21,4.700986862182617,4
[7*]C1CC(C)OC1=O,4.701715469360352,1
[14*]c1cnc(C#N)n1C,4.703256607055664,1
[16*]c1ccc2c(c1)C(C)(C)OC(=O)N2,4.703256607055664,1
[14*]c1nc([14*])c2occc2n1,4.713974952697754,1
[15*][C@@H]1CC(C)(C)c2ccc([16*])cc2NC1=O,4.713974952697754,1
[14*]c1cc([16*])cc([14*])n1,4.7228380091050095,17
O=[N+]([O-])c1cccc(C2c3sc4ccc(Cl)cc4c3N=C3NN=CN32)c1,4.7275471687316895,1
[5*]N1CCc2c(sc3c2C(=O)NC([13*])N3)C1,4.72958517074585,1
[4*][C@@H](C)C(=O)O,4.7314097086588545,6
[7*]C1S/C(=N\c2cccc([16*])c2)N(C)C1=O,4.736647605895996,1
[5*]NC1=NCCNC(c2ccc(F)cc2F)=C1,4.7396650314331055,1
[14*]c1ccc([N+](=O)[O-])cn1,4.740585803985596,1
[12*]S(=O)(=O)c1cccc(C(=N)N)c1,4.741008281707764,1
[10*]N1C(=O)OCC1[13*],4.741145610809326,1
[8*]C(C)C(F)(F)F,4.741145610809326,1
[5*]N1CCC2(CC1)CN([5*])[C@H](CO)c1c2c2ccc([16*])cc2n1C,4.741419315338135,1
[13*][C@H]1N[C@@H]2CC[C@H]1C2,4.746068954467773,3
[4*][C@H](C#N)C[8*],4.746068954467773,3
[6*]C(=O)N/N=C/c1ccc([16*])cc1,4.74732780456543,4
[16*]c1ccc2c(c1)SCC1CCCCC1C2=O,4.749953587849935,3
[5*]N1CCN(C2c3ccc(Cl)cc3CCc3cccnc32)CC1,4.751138687133789,1
[6*]C(=O)N(C)OC,4.7514567375183105,2
